Status,Genus,Species,Body,Brain
Extant,Microdipodops,pallidus,2.55722731136763,-0.63487827243597
Extant,Dipodomys,spectabilis,4.98770778945255,0.751416088683921
Extant,Dipodomys,ordii,4.09767235231478,0.336472236621213
Extant,Dipodomys,merriami,3.71357206670431,0.29266961396282
Extant,Dipodomys,panamintinus,4.30406509320417,0.431782416425538
Extant,Dipodomys,heermanni,4.26689632742025,0.336472236621213
Extant,Dipodomys,microps,4.18509892549057,0.165514438477573
Extant,Dipodomys,agilis,4.1174098351531,0.29266961396282
Extant,Dipodomys,deserti,4.74232002413533,0.518793793415168
Extant,Chaetodipus,baileyi,3.44041809481544,-0.430782916092454
Extant,Chaetodipus,hispidus,3.56104608260405,-0.415515443961666
Extant,Chaetodipus,penicillatus,2.80336038090653,-0.82098055206983
Extant,Chaetodipus,spinatus,2.94968833505258,-0.776528789498996
Extant,Chaetodipus,californicus,3.25809653802148,-0.510825623765991
Extant,Chaetodipus,fallax,3.01062088604774,-0.653926467406664
Extant,Chaetodipus,formosus,2.72785282839839,-0.843970070294529
Extant,Perognathus,flavus,2.07944154167984,-1.20397280432594
Extant,Perognathus,alticolus,4.24849524204936,-0.186329578191493
Extant,Liomys,salvini,3.78418963391826,-0.261364764134408
Extant,Heteromys,anomalus,4.24849524204936,0.0198026272961797
Extant,Heteromys,desmarestianus,4.34510328056928,0.122217632724249
Extant,Liomys,pictus,3.69386699562498,-0.287682072451781
Extant,Liomys,irroratus,4.05525717351405,0.0198026272961797
Extant,Castor,canadensis,8.32161616781983,3.06339092202781
Extant,Castor,fiber,10.1266311038503,3.64414356027254
Extant,Ochotona,rufescens,5.24702407216049,0.770108221696074
Extant,Ochotona,hyperborea,4.78749174278205,0.488580014818671
Extant,Ochotona,princeps,5.11799381241676,0.587786664902119
Extant,Romerolagus,diazi,6.14328394016816,1.47704872438835
Extant,Poelagus,marjorita,7.82791850307017,2.31253542384721
Extant,Lepus,americanus,7.24422751560335,2.2082744135228
Extant,Lepus,arcticus,8.47845236309981,2.72129542785223
Extant,Lepus,timidus,7.90100705199242,2.55722731136763
Extant,Lepus,townsendii,8.12315455185649,2.52892353520477
Extant,Lepus,alleni,8.27639470486331,2.65955999194178
Extant,Lepus,californicus,7.81197342962202,2.46044317760963
Extant,Lepus,flavigularis,7.82404601085629,2.40964416528745
Extant,Lepus,capensis,7.40549566319947,2.30258509299405
Extant,Lepus,oiostolus,7.8113862127095,2.5408142817263
Extant,Lepus,nigricollis,7.51752085060303,2.19053558918542
Extant,Lepus,europaeus,8.11072758297449,2.62466859216316
Extant,Lepus,saxatilis,7.86081371784851,2.39789527279837
Extant,Lepus,microtis,7.47511812368771,2.32727770558442
Extant,Lepus,mandshuricus,7.51428191525831,2.43185742869818
Extant,Lepus,sinensis,7.38237946698609,2.22462355152433
Extant,Sylvilagus,palustris,7.21172646060673,1.94591014905531
Extant,Sylvilagus,transitionalis,6.70135821914654,1.96990565461153
Extant,Sylvilagus,floridanus,7.10249935577465,1.94591014905531
Extant,Sylvilagus,cunicularius,7.81985323343659,2.06939120582633
Extant,Sylvilagus,nuttallii,6.68653487722978,1.87180217690159
Extant,Sylvilagus,audubonii,6.58617165485467,1.70474809223843
Extant,Brachylagus,idahoensis,6.06654882823125,1.25276296849537
Extant,Oryctolagus,cuniculus,8.43598313599069,2.30757263450508
Extant,Tupaia,belangeri,4.47392189937814,1.13462272619114
Extant,Tupaia,glis,5.13579843705026,1.16315080980568
Extant,Tupaia,javanica,4.65396035015752,0.936093359170335
Extant,Tupaia,minor,4.24849524204936,0.947789398933526
Extant,Urogale,everetti,5.61677109766657,1.45395300959371
Extant,Euphractus,sexcinctus,8.98594603876032,3.51154543883102
Fossil,Glyptodon,,14.2068767416929,5.41052935715496
Extant,Dasypus,novemcinctus,8.3039999709552,2.32727770558442
Extant,Tamandua,tetradactyla,7.91571319938212,3.23474917402449
Extant,Myrmecophaga,tridactyla,10.244332358385,4.22390976657674
Extant,Bradypus,variegatus,8.0318858555371,2.70068984669592
Extant,Choloepus,hoffmanni,8.43698046929106,3.17805383034795
Extant,Choloepus,didactylus,8.31385226739821,3.25540059955057
Extant,Elephas,maximus,14.9243972173882,8.55857502919501
Fossil,Mammuthus,columbi,16.0978929436408,8.73745258755058
Fossil,Mammuthus,primigenius,15.6072700271923,8.45254799792271
Extant,Loxodonta,africana,15.286414184145,8.66676253579103
Fossil,Palaeoloxodon,falconeri,12.0317192583854,7.49554194388426
Fossil,Palaeoloxodon,antiquus,15.1102048483059,8.60263667323371
Fossil,Stegodon,insignis,14.5086577385242,8.25270667656764
Fossil,Mammut,americanum,15.8949520996441,8.44031214708028
Fossil,Moeritherium,lyonsi,13.6047895266486,5.48063892334199
Extant,Procavia,capensis,8.03592636989179,2.99922616280825
Extant,Dugong,dugon,11.9511803959014,5.52146091786225
Extant,Trichechus,manatus,13.0919041699196,5.75890177387728
Fossil,Prorastomus,sirenoides,11.4943133287582,4.46590811865458
Extant,Orycteropus,afer,10.7066095863046,4.65014355163082
Extant,Rhynchocyon,cirnei,6.19440539110467,1.80828877117927
Extant,Elephantulus,fuscipes,4.04305126783455,0.285178942233662
Extant,Oryzorictes,hova,3.78872478908365,-0.544727175441672
Extant,Microgale,cowani,2.72129542785223,-0.867500567704723
Extant,Limnogale,mergulus,4.52178857704904,0.139761942375159
Extant,Geogale,aurita,2.30258509299405,-2.12026353620009
Extant,Tenrec,ecaudatus,6.72383244082121,0.943905898907128
Extant,Hemicentetes,semispinosus,4.70048036579242,-0.186329578191493
Extant,Setifer,setosus,5.51342874616498,0.412109650826833
Extant,Echinops,telfairi,4.47163879336357,-0.478035800943
Extant,Micropotamogale,lamottei,4.16200321069592,-0.22314355131421
Extant,Micropotamogale,ruwenzorii,4.59005654817804,0.0582689081239758
Extant,Potamogale,velox,6.49223983502047,1.42551507427317
Extant,Chrysochloris,asiatica,3.89182029811063,-0.356674943938732
Extant,Chrysochloris,stuhlmanni,3.68386691229039,-0.301105092783922
Fossil,Zalambdalestes,lechei,4.41509867573408,0.0198026272961797
Extant,Ornithorhynchus,anatinus,6.94697599213542,2.21593728626837
Fossil,Obdurodon,dicksoni,7.61972421378267,2.73696154459663
Extant,Tachyglossus,aculeatus,8.4595640785796,3.31491301306514
